name,DFT-per,GCN-per
PENLEB_FSR_relaxed,1.640215039,0.999379635
NENLIB_FSR_relaxed,2.699713945,3.138265133
VUNDOZ_FSR_relaxed,2.715672016,2.719753981
HIXMIN_FSR_relaxed,1.709260941,1.929843664
PUFXUL_FSR_relaxed,3.194999933,3.210642815
ROMTET_FSR_relaxed,3.086242914,3.87234211
NURYOO_FSR_relaxed,4.247336864,4.591551781
GISWOX_FSR_relaxed,0.646779001,0.410418391
EBEWOZ01_FSR_relaxed,3.447736025,2.650473595
UGAZOT_FSR_relaxed,2.831860065,2.558778524
CIRTUT_FSR_relaxed,2.874517918,2.575599432
UPIYAU_FSR_relaxed,2.083276987,2.001813412
LARZUB_FSR_relaxed,1.106174946,1.089573145
MIDPUK_FSR_relaxed,2.080632925,1.428687334
ONIPAE_FSR_relaxed,0.089961998,0.330195904
VUPQON_FSR_relaxed,3.280683994,3.292640686
BIKMIT_FSR_relaxed,0.508574009,0.439990163
BIYLOM_FSR_relaxed,1.353417993,1.087049961
QEQSOV_FSR_relaxed,0.345445007,0.751799345
DISPUT_FSR_relaxed,2.17562604,2.351126671
ISUJEL_FSR_relaxed,1.382269025,1.130322814
MAQKUN_FSR_relaxed,3.529963017,3.318487406
HAFHAA_FSR_relaxed,2.026473999,1.454577684
BUCVEB_FSR_relaxed,0.708503008,0.767006278
FAZWOS_FSR_relaxed,1.686347961,2.002931118
FEFXEW_FSR_relaxed,3.037297964,3.068554163
KOCWIJ_FSR_relaxed,1.956534028,2.116944313
JOLTAH01_FSR_relaxed,2.281362057,2.943526268
UJAQIG_FSR_relaxed,2.104355097,2.418216705
FAMWOI_FSR_relaxed,4.005599976,4.436752319
TUSLIC_FSR_relaxed,2.240600109,2.42541194
BIJXUP_FSR_relaxed,1.125972033,0.750544429
RIWSOG_FSR_relaxed,3.161299944,3.184570074
BEZXOU_FSR_relaxed,3.553026915,3.142160416
XIPBOO_FSR_relaxed,0.533461988,0.519110799
CEGDUO_FSR_relaxed,3.484306097,3.60865593
HEPROK_FSR_relaxed,0.553628027,1.075772166
FOXGEF_FSR_relaxed,3.114049911,3.144590139
EXEMIE_FSR_relaxed,3.014019966,3.451494932
TAMLIE_FSR_relaxed,2.204471111,1.900150299
LOFKEX_FSR_relaxed,2.947304964,3.338269711
WEWLES_FSR_relaxed,2.95441103,3.082118988
VEGHAT_FSR_relaxed,2.359060049,1.906126499
FIYJOP_FSR_relaxed,4.559576035,4.415466309
GEMXUU01_FSR_relaxed,1.230489969,1.154427052
BUTXOE_FSR_relaxed,2.1267519,2.422997952
FOCMAM_FSR_relaxed,0.936730981,0.833032012
ACEGOG_FSR_relaxed,3.607444048,3.764251232
RIMROX_FSR_relaxed,2.718815088,2.718127728
FISHUL_FSR_relaxed,2.105752945,2.606866121
EBANAY_FSR_relaxed,2.996073008,3.309088707
ULINIO_FSR_relaxed,1.059676051,1.076720238
CUCTAX_FSR_relaxed,2.031968117,2.43507719
RAWTUF_FSR_relaxed,2.843384027,2.489103317
PEKVAE_FSR_relaxed,0.344810992,0.435623169
WOTSEF_FSR_relaxed,1.795112014,1.638758421
KALNAM01_FSR_relaxed,0.851098001,0.658926845
SUTBIT_FSR_relaxed,1.428336024,1.219634652
CETHER_FSR_relaxed,3.639933109,3.389667273
BOSGOG_FSR_relaxed,2.96130991,3.211723804
BODKUB_FSR_relaxed,2.522367954,2.702410698
HUBWUY_FSR_relaxed,0.823976994,0.878905177
NAPTUU_FSR_relaxed,4.201682091,3.96071434
RINMUZ_FSR_relaxed,0.920525014,0.769588232
PASROS_FSR_relaxed,2.288352013,2.957479239
OMOGAY01_FSR_relaxed,0.818780005,0.434584856
GAMMUF_FSR_relaxed,1.029235005,0.770851374
CAGLIS11_FSR_relaxed,4.731504917,4.415643692
XONGEO_FSR_relaxed,2.284919977,2.368527412
WIHWAN_freeONLY_relaxed,3.282123089,2.938175678
DARYEB_FSR_relaxed,2.946454048,2.944565296
MAFVUM_FSR_relaxed,0.971415997,0.66679883
NIGJES_FSR_relaxed,0.540570021,1.206170559
XOJVIC_FSR_relaxed,2.920891047,3.109396219
OBOGUK_FSR_relaxed,3.029798031,2.899199247
HEFRUI_FSR_relaxed,2.432054043,2.774126291
EFIKAG_FSR_relaxed,2.090673923,1.857892394
EXERIJ_FSR_relaxed,1.834390044,2.360711575
XANZES_FSR_relaxed,4.793268204,4.619598866
LACFOM_FSR_relaxed,2.863365889,3.098820448
KETNON_FSR_relaxed,0.526722014,0.738475919
LEKPEZ_FSR_relaxed,2.11697197,2.363783598
NIKZUE_FSR_relaxed,2.90559411,3.040775776
TEKTEL_FSR_relaxed,2.581881046,2.747037649
OCULIK_FSR_relaxed,2.251297951,2.586439371
REHVAD_freeONLY_relaxed,0.726082027,0.371023059
NEJRUR_freeONLY_relaxed,0.615059018,0.528362989
SAZBAW_FSR_relaxed,3.629404068,3.609766245
DIBPIP_freeONLY_relaxed,1.045951009,0.861683369
GIJJEP_FSR_relaxed,4.024487972,3.555076122
KEGTOI_FSR_relaxed,0.579627991,0.543895006
NOBRUT01_FSR_relaxed,0.967294991,1.427081347
AHAFEV_FSR_relaxed,1.157781005,1.087687731
BIMHUB01_FSR_relaxed,2.676990986,3.033684731
NENVOU_FSR_relaxed,0.448933989,0.935915828
LARSAB_FSR_relaxed,3.229441881,2.784970284
MUQSEW_FSR_relaxed,1.964861989,2.128924608
UFIKAX_FSR_relaxed,2.445888042,2.360912085
ASACUT_FSR_relaxed,2.774028063,2.914588451
RIPNOV_FSR_relaxed,3.677709103,3.325354099
MORHAD_FSR_relaxed,0.708443999,0.686710119
DUWRET_FSR_relaxed,3.33762598,3.177527428
NEWCEA_FSR_relaxed,4.566596031,4.614767075
XOHPAM_FSR_relaxed,0.834720016,0.759488344
XOQXOR_SL_relaxed,3.307809114,2.966562033
DILDEI01_FSR_relaxed,2.947848082,2.141367435
HAYLEB_FSR_relaxed,0.145195007,0.523602009
BEFREL_FSR_relaxed,3.548976898,3.305302382
AMUPOP_FSR_relaxed,2.982527018,2.936116457
PAQDAO_FSR_relaxed,2.038707972,1.974019647
XUGDOU_FSR_relaxed,4.06428194,4.20369482
CASHOU_FSR_relaxed,3.359396935,3.061487675
LUGWAM_FSR_relaxed,4.055129051,4.268809319
ASAFEF_FSR_relaxed,2.076549053,2.097982407
HADLOQ01_freeONLY_relaxed,0.785521984,0.480015278
MINQEG_FSR_relaxed,3.033885002,3.248021841
ISOQEM01_FSR_relaxed,0.236947,0.569247365
KAMYED_FSR_relaxed,3.018013954,3.084365368
NOHGEX_FSR_relaxed,3.265352011,3.034378767
MUGSIR_FSR_relaxed,0.631498992,0.50177443
YIQSOG_FSR_relaxed,0.803780019,0.638916731
IMAFOS_FSR_relaxed,1.11848104,0.514615059
CAXZEI_FSR_relaxed,3.168306112,3.039935112
TEQKAC_FSR_relaxed,2.884221077,2.956623554
VEZZOR_FSR_relaxed,1.515674949,1.496825933
ACRNCU_FSR_relaxed,1.38567996,1.389356494
NEXHAB_FSR_relaxed,3.227168083,3.023515701
BAXSIE_freeONLY_relaxed,3.797276974,3.445278168
WUDGUZ_FSR_relaxed,2.685014009,2.594549894
ODENIV01_FSR_relaxed,3.204973936,2.947938442
MUPMAM01_FSR_relaxed,1.441367984,1.630702853
GUKCEW_FSR_relaxed,1.951122999,1.819871783
KEWYET_FSR_relaxed,2.979645967,2.808516979
XAKYAK_FSR_relaxed,0.962512016,0.575319648
IHEMUF_FSR_relaxed,2.480504036,2.352052927
NECCUU_FSR_relaxed,2.596826077,2.658653736
VEWJUF_FSR_relaxed,0.499729991,0.363061905
FARZUU_FSR_relaxed,0.95511502,0.868662953
EMOTEG_FSR_relaxed,3.145804882,3.013164282
ROQKOZ_FSR_relaxed,2.745404959,2.910439491
JOFLAS_FSR_relaxed,0.879974008,0.837446451
HADMIL_FSR_relaxed,1.068161964,0.808288693
PHALCV_FSR_relaxed,1.020043969,0.572537422
NUJTOB_FSR_relaxed,3.47664094,3.001698732
MABRIS_FSR_relaxed,2.900608063,3.005579233
LIKKAT_FSR_relaxed,3.951019049,3.991838932
AHEGIF_FSR_relaxed,0.278151989,0.490862608
QIXNIW_freeONLY_relaxed,1.995519996,2.283543825
KEBKOT_FSR_relaxed,0.001426,0.45749414
QUPTIG_FSR_relaxed,3.428280115,3.298179626
FARXOM_FSR_relaxed,0.798510015,0.500037551
TEDLUK_FSR_relaxed,0.371686995,2.810243607
KUMHEH_FSR_relaxed,0.398905993,0.604809403
BOXDID_FSR_relaxed,4.551677227,4.929689884
BUGSOM_freeONLY_relaxed,3.531896114,3.869502068
UHIYAN_FSR_relaxed,0.555212975,0.68892014
PUMCEI_FSR_relaxed,2.175997972,2.598471403
QIHQAC_FSR_relaxed,3.073537111,3.056246281
IJOWAG_FSR_relaxed,2.818208933,2.93026495
BAFCES_FSR_relaxed,4.375359058,4.388778687
AWONIK_FSR_relaxed,3.633729935,3.47787571
ATOKIE_FSR_relaxed,0.461926997,0.416570067
XOHCAA_FSR_relaxed,2.908941031,2.975974083
GIKBEI_FSR_relaxed,3.661325932,3.21309042
DEPVUQ_FSR_relaxed,1.975906968,1.779703021
BEGFEZ_FSR_relaxed,0.735942006,0.675342083
OXCFOR_FSR_relaxed,0.126120999,0.259037256
QAKGAN_FSR_relaxed,0.842839003,0.727006912
ECUTON_FSR_relaxed,1.887557983,2.066412926
WEYDEM_FSR_relaxed,3.661365986,3.393949986
MIMSUY_FSR_relaxed,2.155504942,1.78121686
POXHOA_FSR_relaxed,2.313941002,2.298287153
ROLYUN_FSR_relaxed,0.317108005,0.33436954
GEBQUB01_FSR_relaxed,1.280150056,2.141522408
IXIMUX_FSR_relaxed,5.459070206,5.162643433
XUXZOF01_FSR_relaxed,0.552569985,1.101651549
WEDPUS_FSR_relaxed,2.780869007,3.105323076
WOPXEE01_FSR_relaxed,0.736301005,0.547925949
JICPIX_FSR_relaxed,2.676744938,2.627815008
EVUQUI_freeONLY_relaxed,2.401220083,2.798827171
ETUVUL_FSR_relaxed,2.483707905,2.013206244
LICCUW01_FSR_relaxed,1.856780052,2.500958204
ATIBOU_FSR_relaxed,0.47993201,0.432495832
DUVLOX_FSR_relaxed,3.202919006,3.869363785
YERGIO_FSR_relaxed,1.167183042,1.228781939
NECSAQ_FSR_relaxed,4.257005215,3.96581912
MALFUD_freeONLY_relaxed,0.860539019,0.637950897
ATIDOY_FSR_relaxed,2.25455904,3.007285118
EJONIB_FSR_relaxed,2.091299057,1.922932386
FEYSIM_FSR_relaxed,0.488492012,0.41168189
MOBDIR_FSR_relaxed,0.723076999,0.684741735
OFIDEN_FSR_relaxed,2.886828899,3.058302879
BIBZET_FSR_relaxed,1.794842005,1.943058133
FADZIW_FSR_relaxed,3.071904898,2.843728542
NOFQUW_FSR_relaxed,0.993494987,0.822383285
JAXYEP_FSR_relaxed,3.842792988,3.751136541
KAJFUY_FSR_relaxed,0.697251022,0.792059302
HUJHID_FSR_relaxed,0.573194027,0.451386452
PAKTIF_FSR_relaxed,1.545477033,1.491603374
DAMYIC_FSR_relaxed,0.879929006,0.560464978
LUMQEQ_FSR_relaxed,1.595749021,1.751824856
KOHZIS_FSR_relaxed,2.074803114,1.798356175
BUXKUC_FSR_relaxed,2.37924695,2.244935989
CENLEP_FSR_relaxed,0.118091002,0.238554716
DOTZIX_FSR_relaxed,0.214375004,0.466583133
LEHRUN_FSR_relaxed,2.539117098,3.03847146
WILWUL_FSR_relaxed,0.963810027,1.016824722
JADLOP01_FSR_relaxed,4.97936821,4.837627411
AQIFEM_FSR_relaxed,0.527831972,0.623275876
VEQZAV_FSR_relaxed,0.870034993,0.762066841
XOVPIH_freeONLY_relaxed,0.101255998,0.299832106
UBUTES_FSR_relaxed,0.417367995,0.692932844
QAJZIN_FSR_relaxed,1.845821977,1.950858593
LAJYEC_FSR_relaxed,4.243591785,4.087844372
GERMIB_FSR_relaxed,2.111190081,2.620569229
BOJMIY_FSR_relaxed,2.966321945,3.413745403
XOTTAC_FSR_relaxed,4.174647808,4.028770447
XEJVAL_FSR_relaxed,3.071785927,3.146972895
FOHCAH_FSR_relaxed,3.473454952,3.723622322
DOSHID_FSR_relaxed,3.548301935,3.052181244
GEFYUN_freeONLY_relaxed,1.78115499,1.716829538
MEJZOS_FSR_relaxed,2.92899704,3.224205494
BENVOI_FSR_relaxed,2.62657094,2.493060112
AQOWOT_FSR_relaxed,3.428461075,3.193683624
PEPWOX_FSR_relaxed,4.229835033,3.682220936
MEJPID_FSR_relaxed,3.083882093,2.997806072
ACUFOV_FSR_relaxed,4.336525917,4.405529022
HUHCOD01_FSR_relaxed,3.013148069,3.325781345
APANAI_FSR_relaxed,3.932073116,4.604821205
LUFNOQ_FSR_relaxed,0.823386014,1.139660001
REDYEG_freeONLY_relaxed,3.011917114,3.170780897
DUBFIQ_FSR_relaxed,2.224718094,2.488660336
QUCDAV_FSR_relaxed,0.782104015,0.507248998
KUKHON_FSR_relaxed,0.752575994,0.540519714
VEPJUX_FSR_relaxed,2.2917099,1.798897982
YATYEZ_FSR_relaxed,0.642297983,0.628113985
HUDVEH_FSR_relaxed,3.49743104,4.502675533
XELVIW_FSR_relaxed,1.216001034,1.643119574
INEFEO01_FSR_relaxed,0.950590014,0.867473006
MUCFEX_FSR_relaxed,0.911711991,0.821201682
GERNEY_FSR_relaxed,2.51114893,2.555091858
GEKQUI01_FSR_relaxed,1.842906952,1.805378437
DUJRAD_FSR_relaxed,0.991182029,0.870584726
TESGIJ_FSR_relaxed,3.319081068,3.228272438
HEMRUP_FSR_relaxed,3.002882004,2.887571335
YUXQIS_freeONLY_relaxed,0.837898016,0.959771037
MISLAE_FSR_relaxed,4.743980885,4.772166729
WAWRES01_FSR_relaxed,0.910040021,0.711949468
XOKHAH_FSR_relaxed,1.220713019,1.61731565
MUPMEQ_FSR_relaxed,1.426504016,1.097132444
NIWTUJ_FSR_relaxed,2.611005068,2.413489103
LAYZOC_FSR_relaxed,5.030780792,4.505964279
QURZEJ_FSR_relaxed,1.757791996,1.385516405
NUZHUN_FSR_relaxed,2.121642113,2.963595867
ROQQUL_FSR_relaxed,0.920701981,0.727018476
AXOCAS_FSR_relaxed,2.016737938,2.157160044
QUXHOH01_FSR_relaxed,4.571907997,4.540213108
HAGTIV_FSR_relaxed,0.70244801,0.737392426
DACWAG_FSR_relaxed,2.973507881,2.80450201
UTEXOH_FSR_relaxed,3.158277988,3.182445526
KNATAR23_FSR_relaxed,4.649456024,4.653972626
ITOBAV_FSR_relaxed,2.476758003,2.758014679
SENHUQ_FSR_relaxed,2.559990883,2.777638912
QOGJAX_FSR_relaxed,1.414641023,2.173397064
UYOHOH_FSR_relaxed,0.196201995,1.066428304
IYESAI_FSR_relaxed,3.350280046,3.161515713
GADZIU_FSR_relaxed,2.914958954,2.89399147
HIZQEN01_FSR_relaxed,3.19124198,3.133283854
LOFDOC_FSR_relaxed,2.6785779,3.147993326
POXFOZ_FSR_relaxed,2.571080923,2.81270051
OCUMIL_FSR_relaxed,0.711288989,0.50320816
CUXVEX_FSR_relaxed,1.054255962,1.122866511
IPIPII_FSR_relaxed,0.925026,0.781548142
TALWAH_FSR_relaxed,1.775887966,2.559528828
OHAKIS_FSR_relaxed,3.195501089,3.085853577
NIPFUQ_FSR_relaxed,1.945827961,2.214565754
FEPPAU_FSR_relaxed,0.498084009,0.657843471
WURYEO_FSR_relaxed,4.081730843,4.122026443
ROJRAK_FSR_relaxed,3.324943066,3.521332026
XOSHEU_FSR_relaxed,0.799636006,0.709123731
OMEDOZ_FSR_relaxed,3.03787899,2.849067926
GIFJIP_FSR_relaxed,2.645041943,3.374083757
PEPXIS_FSR_relaxed,4.624438763,4.564763546
JEHJEO_FSR_relaxed,2.555881977,3.346684456
FAHHUT_FSR_relaxed,2.23464489,2.856178761
XALROT_FSR_relaxed,2.622807026,1.742975831
BIJQER_FSR_relaxed,0.916568995,0.458171725
HULFOL_FSR_relaxed,2.565056086,2.497422457
MOWSUO_FSR_relaxed,1.633998036,2.040450811
VUNKOG_FSR_relaxed,3.140049934,3.033426523
YUQQEI_FSR_relaxed,1.813984036,2.045639992
WIWHOA_FSR_relaxed,0.922782004,0.673701763
FEWHAS_FSR_relaxed,1.350610018,2.325596094
AYAVAZ_FSR_relaxed,1.922294021,1.983069181
JIQYIS01_FSR_relaxed,1.561046958,0.868234992
FUQWAR_FSR_relaxed,3.397321939,3.138156652
JOMVIQ_FSR_relaxed,2.535170078,1.999411106
GITVEL01_freeONLY_relaxed,1.84158802,3.712152958
DUTMOU10_FSR_relaxed,2.82069397,3.102215528
CUHPUR_FSR_relaxed,1.516451955,1.266147375
AJABOD_FSR_relaxed,2.060085058,2.624317169
DEKQUF_FSR_relaxed,1.300250053,1.305478811
WOWLUP_FSR_relaxed,2.689296007,2.530827284
IMAWUO_FSR_relaxed,2.506267071,2.473947525
AWOHOK_FSR_relaxed,3.620290041,3.229961872
NAFHAE_FSR_relaxed,4.310906887,4.24700737
JAWZOX_FSR_relaxed,2.435331106,2.058053017
ZIKXID_FSR_relaxed,3.193233967,2.86960268
VUWXUJ06_FSR_relaxed,4.128705025,3.986562014
QUPHEP_FSR_relaxed,2.997323036,2.878680706
EWAWEG_FSR_relaxed,2.199248075,2.397350311
IDAFOI_FSR_relaxed,1.94670701,1.932458878
OZINAN_FSR_relaxed,2.671324015,2.57003212
TISZUT_FSR_relaxed,0.919025004,0.983355403
ZEKCEA_FSR_relaxed,2.850112915,2.499557734
SINKUX_FSR_relaxed,0.380299002,0.368439913
MUPFOU_FSR_relaxed,2.771878004,2.778462648
EJOGOZ_FSR_relaxed,0.939985991,0.623890519
EJONOH_FSR_relaxed,0.275124013,0.314029574
HOPZES_FSR_relaxed,2.174279928,2.386481047
GIWFAV_FSR_relaxed,0.779579997,0.574176431
NIYPIX_FSR_relaxed,2.133451939,2.274158239
LAKBEF_FSR_relaxed,2.044408083,2.124000311
PIHCEP_FSR_relaxed,2.094702959,1.952623963
TIYYEI01_FSR_relaxed,1.121654987,1.558254957
QAXXUJ_FSR_relaxed,4.217356205,4.27045393
JUGFAU_FSR_relaxed,0.97745502,0.866392851
NEFMET_FSR_relaxed,1.487820983,2.065147161
FUMCUL_FSR_relaxed,2.492391109,2.360892534
QIPXIW_FSR_relaxed,3.228059053,2.710801601
FIVCIX_FSR_relaxed,1.103641033,1.23306632
EMOFIX_FSR_relaxed,3.184370041,2.976074696
TEBZAB01_FSR_relaxed,0.452194005,0.705402374
JUXTIF_FSR_relaxed,0.695327997,0.52686882
PIRHAB_FSR_relaxed,4.793932915,4.937502861
LOCZUA_FSR_relaxed,0.669456005,0.8050915
SOTJOA_FSR_relaxed,2.733011961,2.937515736
EDEXER_FSR_relaxed,3.455235958,3.111880302
WUQLEA_FSR_relaxed,2.251085997,1.893532157
DUKMON_FSR_relaxed,1.149907947,1.270693779
YINFOR_FSR_relaxed,2.47507596,1.661907196
CEJLOV_FSR_relaxed,3.238806009,3.267486095
BUKYIS_FSR_relaxed,4.106195927,4.365605354
ALILOY_FSR_relaxed,2.389180899,2.428087711
WULBIQ_FSR_relaxed,2.012465954,2.239822388
JOHVAE_FSR_relaxed,2.443701029,2.40440321
RATTIR_FSR_relaxed,2.569350004,2.531849384
IQIJEZ_FSR_relaxed,3.754518986,3.745068312
DALQUD_FSR_relaxed,0.713654995,0.724656463
NEGDAF_FSR_relaxed,2.729191065,2.7428689
FAGTAJ_FSR_relaxed,4.385830879,4.418522835
HENREA_FSR_relaxed,2.280683041,3.036045074
QUVFAP_FSR_relaxed,2.92333293,3.01015234
CAJFIF_FSR_relaxed,2.179605007,2.249326468
POPDUV_FSR_relaxed,3.28807807,3.089174509
NASCAN_FSR_relaxed,3.350090027,3.221863031
DOQHOH_FSR_relaxed,3.344594955,4.15753746
SAQYIT_FSR_relaxed,4.896121979,4.841846943
EWUSIZ_FSR_relaxed,4.573840141,4.537358284
YORZEL_FSR_relaxed,2.068603039,2.858896494
ELUTUB_FSR_relaxed,2.866575003,2.913131952
OYIYAY_FSR_relaxed,1.341153979,1.240827799
VALXAJ_FSR_relaxed,2.246582031,2.01398921
NEBTIA_FSR_relaxed,2.708609104,3.049418926
